"id","created_at","created_by","campus","slug","name","aka","geoloc","type","image_url","description","address","postal_code","state","city","departments","rooms","country","last_updated_at","last_updated_by"
2344,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,encina-commons,Encina Commons,"{""Encina Commons""}","{""lat"": 37.426577, ""lon"": -122.166072}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2322,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"800-welch","90-800","{""800 Welch"",90-800,""Jill And John Freidenrich Center For Translational Research (Fctr)"",""Jill And John Freidenrich Center"",""Peds/Child Health Rsrch Prgm"",""Radiation Therapy"",""Radonc/Radiation Therapy""}","{""lat"": 37.43728227, ""lon"": -122.17733726}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2356,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,market square cafeteria,Market Square Cafeteria,"{""Market Square Cafeteria""}","{""lat"": 37.4330651, ""lon"": -122.1774591}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2323,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"801-welch","90-927","{""801 Welch Road"",90-927,""Ohns/Facl Plastic & Recon Surg"",""Ohns/Laryngology Division"",Ohns/Pediatrics,""Ohns/Rhinology Division"",""Otolaryngology-Head & Neck Surgery"",""Shc-Ent Surgery Clinic""}","{""lat"": 37.4366257, ""lon"": -122.17681023}","{""""}","","","801 Welch Road, Palo Alto",94305,CA,Stanford,"{""""}","{""801 Welch""}",US,,
2324,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"855-calif","855 California Avenue, Pa - Rental","{""855 Calif"",""855 California Avenue, Pa - Rental"",90-941r,Slcgm}","{""lat"": 37.4223342, ""lon"": -122.14747611}","{""""}","","","855 California Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
2329,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,arrillaga-dining,Arrillaga Family Dining,"{""Arrillaga Family Dining Common"",""Arrillaga Family Dining"",Arrillaga,Commons,Yaga,Arriyaga,Ariyaga}","{""lat"": 37.425383, ""lon"": -122.164019}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2350,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,gunn,"",{Gunn},"{""lat"": 37.428375, ""lon"": -122.165481}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2333,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,building-120,"","{""Building 120""}","{""lat"": 37.42537526, ""lon"": -122.1590931}","{""""}","","","Ret-Escondido Village, Building 120",94305,CA,Stanford,"{""""}","{""""}",US,,
2334,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,building-170,"","{""Building 170""}","{""lat"": 37.43127782, ""lon"": -122.18763598}","{""""}","","","Oak Creek Apts, Building 1700-B",94305,CA,Stanford,"{""""}","{""""}",US,,
2335,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,building-1-oak,Oak,"{""Building 1"",Oak}","{""lat"": 37.43235663, ""lon"": -122.1866603}","{""""}","","","Oak Creek Apts, Building 1560-A",94305,CA,Stanford,"{""""}","{""""}",US,,
2337,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,branner,Branner,{Branner},"{""lat"": 37.425117, ""lon"": -122.163011}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2336,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,branner-hall,Branner Hall Complex,"{""Branner Hall Complex""}","{""lat"": 37.4254747635, ""lon"": -122.162837322}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2338,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,serrahouse,Stern Hall,"{Serrahouse,""Stern Hall Complex"",""Stern Hall"",""Serra House""}","{""lat"": 37.4244424141, ""lon"": -122.165673938}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2339,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,lakeside,Lakeside Dining,"{""Lakeside Dining""}","{""lat"": 37.424785, ""lon"": -122.176345}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2340,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,d-and-s-dean,H&S Dean'S Office,"{D'Arbeloff,""H&S Dean'S Office"",Library,Math,Mathematics,""R&De Maintenance Operations Center"",""R&De Maintenance Operations Annex"",Statistics}","{""lat"": 37.429609, ""lon"": -122.171778}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2342,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,treehouse,The Treehouse,"{""Eh&S Program Managmnt & Admin"",""The Treehouse"",Treehouse}","{""lat"": 37.423965, ""lon"": -122.171145}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2343,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,om-fmsb,O'Toole Family Foundation Stanford Business Reporter Office,"{O&M,""O'Toole Family Foundation Stanford Business Reporter Office"",""O&M Sto"",""O'Donohue Family Study Space"",""O'Donohue Family Classroom""}","{""lat"": 37.424188, ""lon"": -122.17077}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2351,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,huang-engineering-center,Huang Enigneering Center,"{""Huang Engineering Center""}","{""lat"": 37.428652, ""lon"": -122.173452}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2348,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,gates-of-hell,Gates Of Hell,"{""Gates Of Hell""}","{""lat"": 37.4323, ""lon"": -122.1705}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2349,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,gsb-knight-management-center,Gsb - Knight Management Center,"{""Gsb - Knight Management Center""}","{""lat"": 37.428137, ""lon"": -122.161491}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2347,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,flomo-complex,Florence Moore Complex (Flomo),"{""Florence Moore Hall Complex""}","{""lat"": 37.42197421, ""lon"": -122.17181869}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2345,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ev-building-022,"Escondido Village, Building 022","{""Escondido Village, Building 022""}","{""lat"": 37.42254987, ""lon"": -122.15487574}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2352,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,jamba-juice,Jamba Juice,"{""Jamba Juice""}","{""lat"": 37.423956, ""lon"": -122.170853}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2353,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,kingscote,Kingscote Gardens,"{Kingscote,""Kingscote Gardens""}","{""lat"": 37.423673, ""lon"": -122.173248}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2406,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-117,"","{""Ret-Escondido Village, Building 117""}","{""lat"": 37.42497048, ""lon"": -122.15845218}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2362,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1380-j,"","{""Oak Creek Apts, Building 1380-J""}","{""lat"": 37.43386199, ""lon"": -122.18397679}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2363,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1400-i,"","{""Oak Creek Apts, Building 1400-I""}","{""lat"": 37.43342195, ""lon"": -122.18460007}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2364,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1450-i,"","{""Oak Creek Apts, Building 1450-I""}","{""lat"": 37.43320961, ""lon"": -122.1849396}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2367,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1540-g,"","{""Oak Creek Apts, Building 1540-G""}","{""lat"": 37.43285884, ""lon"": -122.18656472}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2366,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1510-g,"","{""Oak Creek Apts, Building 1510-G""}","{""lat"": 37.43311356, ""lon"": -122.18624983}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2368,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1618-a,"","{""Oak Creek Apts, Building 1618-A""}","{""lat"": 37.43201396, ""lon"": -122.18685186}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2369,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1704-c,"","{""Oak Creek Apts, Building 1704-C""}","{""lat"": 37.4315648, ""lon"": -122.18811741}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2370,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1736-c,"","{""Oak Creek Apts, Building 1736-C""}","{""lat"": 37.4313923, ""lon"": -122.18852852}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2371,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1742-b,"","{""Oak Creek Apts, Building 1742-B""}","{""lat"": 37.43101766, ""lon"": -122.18796736}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2372,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1766-d,"","{""Oak Creek Apts, Building 1766-D""}","{""lat"": 37.43072164, ""lon"": -122.188392}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2374,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1812-d,"","{""Oak Creek Apts, Building 1812-D""}","{""lat"": 37.43047839, ""lon"": -122.1886867}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2377,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,panda-express,Panda Express,"{""Panda Express""}","{""lat"": 37.424482, ""lon"": -122.171097}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2378,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,peets-coffee-tea,Peet'S Coffee And Tea,"{""Peet'S Coffee & Tea"",""Peet'S Coffee And Tea""}","{""lat"": 37.430906, ""lon"": -122.174314}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2375,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1824-f,"","{""Oak Creek Apts, Building 1824-F""}","{""lat"": 37.43112008, ""lon"": -122.18985112}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2379,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-005,"","{""Ret-Escondido Village, Building 005""}","{""lat"": 37.4247259836, ""lon"": -122.156457186}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2380,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-006,"","{""Ret-Escondido Village, Building 006""}","{""lat"": 37.4249152671, ""lon"": -122.156306481}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2381,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-008,"","{""Ret-Escondido Village, Building 008""}","{""lat"": 37.4244217756, ""lon"": -122.155661168}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2382,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-009,"","{""Ret-Escondido Village, Building 009""}","{""lat"": 37.4242539462, ""lon"": -122.155768248}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2383,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-010,"","{""Ret-Escondido Village, Building 010""}","{""lat"": 37.4237576687, ""lon"": -122.156256432}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2386,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-012,"","{""Ret-Escondido Village, Building 012""}","{""lat"": 37.4234602779, ""lon"": -122.156016566}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2358,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,me,Me,{Me},"{""lat"": 37.425009, ""lon"": -122.169257}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2385,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-013,"","{""Ret-Escondido Village, Building 013""}","{""lat"": 37.4236543727, ""lon"": -122.155610768}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2387,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-014,"","{""Ret-Escondido Village, Building 014""}","{""lat"": 37.4238296669, ""lon"": -122.155422835}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2388,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-095,"","{""Ret-Escondido Village, Building 095""}","{""lat"": 37.42688187, ""lon"": -122.15485796}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2373,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-1788-e,"","{""Oak Creek Apts, Building 1788-E""}","{""lat"": 37.43122295, ""lon"": -122.18907989}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2365,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,oak-creek-apts-building-470-h,"","{""Oak Creek Apts, Building 1470-H""}","{""lat"": 37.43294116, ""lon"": -122.18546097}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2396,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-105,"","{""Ret-Escondido Village, Building 105""}","{""lat"": 37.4268739, ""lon"": -122.15697936}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2393,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-101,"","{""Ret-Escondido Village, Building 101""}","{""lat"": 37.42692693, ""lon"": -122.15571755}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2390,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-097,"","{""Ret-Escondido Village, Building 097""}","{""lat"": 37.42764656, ""lon"": -122.15584144}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2391,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-099,"","{""Ret-Escondido Village, Building 099""}","{""lat"": 37.42723782, ""lon"": -122.15657303}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2394,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-103,"","{""Ret-Escondido Village, Building 103""}","{""lat"": 37.42634456, ""lon"": -122.15596989}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2395,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-104,"","{""Ret-Escondido Village, Building 104""}","{""lat"": 37.42660564, ""lon"": -122.1565789}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2410,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-122,"","{""Ret-Escondido Village, Building 122""}","{""lat"": 37.42468188, ""lon"": -122.15959265}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2409,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-123,"","{""Ret-Escondido Village, Building 123""}","{""lat"": 37.42456001, ""lon"": -122.15914336}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2408,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-121,"","{""Ret-Escondido Village, Building 121""}","{""lat"": 37.42501218, ""lon"": -122.15937161}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2411,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-124,"","{""Ret-Escondido Village, Building 124""}","{""lat"": 37.42455524, ""lon"": -122.15862501}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2416,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,starbucks,Starbucks,{Starbucks},"{""lat"": 37.424122, ""lon"": -122.170789}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2412,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-125,"","{""Ret-Escondido Village, Building 125""}","{""lat"": 37.42433979, ""lon"": -122.15813113}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2415,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,seq,Science And Engineering Quad,"{""Science & Engineering Quad"",""Science And Engineering Quad""}","{""lat"": 37.429715, ""lon"": -122.173087}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2401,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-112,"","{""Ret-Escondido Village, Building 112""}","{""lat"": 37.42571563, ""lon"": -122.15815317}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2392,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-098,"","{""Ret-Escondido Village, Building 098""}","{""lat"": 37.42761436, ""lon"": -122.15633681}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2398,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-107,"","{""Ret-Escondido Village, Building 107""}","{""lat"": 37.42662645, ""lon"": -122.15764361}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2397,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-106,"","{""Ret-Escondido Village, Building 106""}","{""lat"": 37.42697617, ""lon"": -122.15737792}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2399,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-110,"","{""Ret-Escondido Village, Building 110""}","{""lat"": 37.4256233, ""lon"": -122.15722668}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2400,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-111,"","{""Ret-Escondido Village, Building 111""}","{""lat"": 37.42592091, ""lon"": -122.15786774}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2402,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-113,"","{""Ret-Escondido Village, Building 113""}","{""lat"": 37.42532463, ""lon"": -122.15813637}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2403,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-114,"","{""Ret-Escondido Village, Building 114""}","{""lat"": 37.42511743, ""lon"": -122.15771535}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
2404,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,ret-ev-building-115,"","{""Ret-Escondido Village, Building 115""}","{""lat"": 37.42528243, ""lon"": -122.15727043}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1642,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"01-460",Building 460 - Main Quad,"{01-460,Archaeology,""Building 460, Main Quad"",""Building 460 - Main Quad"",""Feminist Studies"",""Feminist, Gender, Sexuality"",""Graduate Creative Writing"",""Interdisciplinary Studies In The Humanities"",Marg.Jacks,""Margaret Jacks Hall"",""Modern Thought & Literature"",""Symbolic Systems""}","{""lat"": 37.42850083, ""lon"": -122.17035999}","{""""}","","","450 Serra Mall, Building 460",94305,CA,Stanford,"{""""}","{460-110,460-126,460-127b,460-301,460-334,460-429}",US,,
1652,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-050",Center For Ethics In Society,"{02-050,""Center For Ethics In Society"",""Crown Quad"",""Distinguished Careers Institut"",""Ethics In Society"",""Institute For Research In The Social Sciences (Iriss)"",""Law Library (Crown)"",""Law Library (Robert Crown )"",""Law School Cafe"",""Law School - Crown Quadrangle"",""Robert Crown Law Library"",""Stanford Social Innovation Review (Ssir)"",""The Stanford Center On Philanthropy And Civil Society (Stanford Pacs)""}","{""lat"": 37.42404801, ""lon"": -122.16771738}","{""""}","","","559 Nathan Abbott Way",94305,CA,Stanford,"{""""}","{Cq272,Cq280a,Cq281,Cq283,Cq280b,Cq284,Cq285,Cq90,Cq85,Cq290,Cq95}",US,,
1695,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-920",Muwekma-Tah-Ruk,"{02-920,Amerindian,Lathrop/Muwekma-Tah-Ruk,""Muwekma Tah Ruk"",Muwekma-Tah-Ruk}","{""lat"": 37.42343667, ""lon"": -122.1690036}","{""""}","","","543 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1622,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"01-060","60-107","{01-060,60-107,60-108,60-61a,60-109,60-61f,60-61g,60-61h,60-62a,60-62c,60-62j,60-62l,60-62m,60-62n,60-62p,""Building 60"",""Building 60"",""Building 60"",""Building 60 - Main Quad""}","{""lat"": 37.42715836, ""lon"": -122.17085141}","{""""}","","","450 Serra Mall, Building 60",94305,CA,Stanford,"{""""}","{""""}",US,,
1661,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-120",Black Cent,"{02-120,""Black Cent"",""Black Community Services Center""}","{""lat"": 37.42457382, ""lon"": -122.17266194}","{""""}","","","418 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1723,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-080",Jen-Hsun Huang Engineering Center,"{04-080,""Aero & Astro Operations"",""Aeronautics And Astronautics Operations"",""Engineering Library (Terman)"",""Forbes Family Cafe At Seq"",""Forbes Family Cafe"",""Frederick Emmons Terman Engineering Library"",""Hana Immersive Visualization Environment (The Hive)"",""Institute For Computational & Mathematical Engineering"",""Jen-Hsun Huang Engineering Center"",""Management Sci Operations"",""Management Science & Engineering"",""Management Science Operations"",""National Center For Engineering Pathways To Innovation (Epicenter)"",""Nvidia Auditorium"",Nvidiaaud,""Physics Library"",Seqii,""Soe Cntr"",Soec,""Stanford Technology Ventures Program (Stvp)"",""Technical Communication Program (Tcp)""}","{""lat"": 37.42787956, ""lon"": -122.17429865}","{""""}","","","475 Via Ortega",94305,CA,Stanford,"{""""}","{""Huang 010"",""Huang 136"",""Huang 138"",""Huang 139"",""Huang 18"",""Huang 203"",""Huang 219"",""Huang 218"",""Huang 304"",""Huang 305"",""Huang 306"",""Huang B007"",""Huang B008"",""Huang B011"",""Huang B013"",""Huang B016"",""Huang B015"",""Huang B019"",""Huang B020""}",US,,
1752,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-200","Florence Moore, Administrative Wing","{05-200,05-200i,Flo-Mo-Adm,""Florence Moore, Administration"",""Florence Moore, Administrative Wing"",""Housing Front Desk At Florence Moore Hall"",Mayfield,Moore}","{""lat"": 37.42234247, ""lon"": -122.17154875}","{""""}","","","436 Mayfield Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
1635,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"01-300",Building 300 - Main Quad,"{01-300,Anthropology,""Building 300 - Main Quad"",""Building 300, Main Quad"",""Cultural And Social Anthropology"",English}","{""lat"": 37.42636354, ""lon"": -122.16968483}","{""""}","","","450 Serra Mall, Building 300",94305,CA,Stanford,"{""""}","{300-303,300-300}",US,,
1627,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"01-110",Building 110 - Main Quad,"{01-110,Anthro,""Building 110 - Main Quad"",""Classics Library (Lionel Pearson)"",Classics,""Lionel Pearson Classics Library""}","{""lat"": 37.42799043, ""lon"": -122.1705374}","{""""}","","","450 Serra Mall, Building 110",94305,CA,Stanford,"{""""}","{110-101,110-111a,110-111o,110-111p,110-112,110-112r,110-114,110-217,110-204}",US,,
1672,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-540",John A. Blume Earthquake Engineering Center,"{02-540,""Blume Earthquake Center (Civil Eng)"",""Building 540"",""Civil & Environmental Engineering"",""John A. Blume Earthquake Engineering Center""}","{""lat"": 37.4260325, ""lon"": -122.17116749}","{""""}","","","439 Panama Mall",94305,CA,Stanford,"{""""}","{540-103,540-108}",US,,
1651,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-040",Faculty And Clinical Practice Building,"{02-040,""Faculty And Clinical Practice Building"",""Law School"",""Neukom Building"",""William H. Neukom Building""}","{""lat"": 37.42352386, ""lon"": -122.16812761}","{""""}","","","555 Nathan Abbott Way",94305,CA,Stanford,"{""""}","{""""}",US,,
