"id","created_at","created_by","campus","slug","name","aka","geoloc","type","image_url","description","address","postal_code","state","city","departments","rooms","country","last_updated_at","last_updated_by"
1805,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,branner-dining,Branner Dining,"{""Branner Dining"",Brannerdin}","{""lat"": 37.42579419, ""lon"": -122.16273455}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1673,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-550",D.School,"{02-550,""Building 550"",D.School,""Hasso Plattner Institute Of Design (D.School)"",""Mechanical Engineering Design Group"",""Peterson Laboratory"",Peterson,""Thomas F. Peterson Engineering Laboratory""}","{""lat"": 37.42630025, ""lon"": -122.17187851}","{""""}","","","416 Escondido Mall",94305,CA,Stanford,"{""""}","{550-200,550-230,550-260,""Gcep Conference Room""}",US,,
1669,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-400",Bechtel International Center,"{02-400,""Assembly Room"",""Bechtel Int'L Center"",""Bechtel International Center"",I.Ctr-Assemblyrm}","{""lat"": 37.42320545, ""lon"": -122.17242389}","{""""}","","","584 Capistrano Way",94305,CA,Stanford,"{""""}","{""""}",US,,
1702,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-950",Hillel - Ziff Center,"{02-950,""Hillel - Ziff Center"",Hillel,""Hillel - Ziff Center-Koret Pavilion"",""Jewish Life"",""Ziff Center""}","{""lat"": 37.42209446, ""lon"": -122.16795625}","{""""}","","","564 O'Connor Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
1659,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,bcsc,Black Community Center Addition,"{Bcsc,""Black Community Center Addition""}","{""lat"": 37.42441642, ""lon"": -122.17266089}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1660,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-130",Black Performing Arts,"{02-130,""Black Performing Arts"",""Harmony House"",Harmony,""Ida Institute Diversity Arts""}","{""lat"": 37.42429009, ""lon"": -122.17305121}","{""""}","","","561 Lomita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1662,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-140",Help Center,"{02-140,""Help Center"",""Office Of The Ombuds"",""Sexual Harassment Policy Office"",""Sexual Harassment Policy Office (Shpo)""}","{""lat"": 37.42390892, ""lon"": -122.17283829}","{""""}","","","419 Lagunita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1679,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-595",Lorry Lokey Stanford Daily Building,"{02-595,Daily,""Lorry Lokey Stanford Daily Building"",""Stanford Daily""}","{""lat"": 37.42559185, ""lon"": -122.17066337}","{""""}","","","456 Panama Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1663,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-210",Adolph Baller Room,"{02-210,""Adolph Baller Room"",""Archive Of Recorded Sound"",B102,B103,B105,B106,B111,B120,B121,B201,B202,B204,B203,B211,""Baldo Chamber Hall"",""Braun Music Center"",""Braun Rehearsal Hall"",Braun102,Braun103,Braun106,Braun110,Braun111,Braun131,Braun201,Braun205,Braun211,Brh,""Campbell Recital Hall"",""Music Library"",""W. Loran And Mary Crosten Room""}","{""lat"": 37.42374459, ""lon"": -122.16943027}","{""""}","","","541 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1665,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-500",Archaeology Center,"{02-500,""Archaeology Center"",""Building 500"",""Frederick Emmons Terman Engineering Laboratory"",""Terman Engineering Center"",""Terman Lab"",""Terman Engineering Laboratory""}","{""lat"": 37.42591658, ""lon"": -122.16969562}","{""""}","","","488 Escondido Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1667,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-350",Stanford Faculty Club,"{02-350,""Stanford Faculty Club""}","{""lat"": 37.42387609, ""lon"": -122.17184239}","{""""}","","","439 Lagunita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1925,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"09-135",Carpenter,"{09-135,Carpenter}","{""lat"": 37.42815924, ""lon"": -122.15732554}","{""""}","","","319 Bonair Siding",94305,CA,Stanford,"{""""}","{""""}",US,,
1668,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-250",Center For Turbulence Research,"{02-250,""Center For Turbulence Research"",""Inst For Energy Studies""}","{""lat"": 37.42568222, ""lon"": -122.16974969}","{""""}","","","481 Panama Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1664,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-200",Dinkelspiel Auditorium,"{02-200,Crh,Daud,Dinkaud,""Dink Aud"",Dinkel.Aud,Dinkg10,""Dinkelspiel Auditorium"",""Florence Hellman Dinkelspiel Memorial Auditorium"",""Music Building"",""Music Operations"",Pie}","{""lat"": 37.42406648, ""lon"": -122.16987507}","{""""}","","","471 Lagunita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1666,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-300",Tresidder Union Square,"{02-300,""Bbq 101"",""Campus Bike Shop"",Coho,""Dean Of Student Operations"",""Dean Of Students Office"",""Judicial Affairs Office"",""Kikka Sushi"",Kinkos/Fedex,""Meeting Services"",""Oak East Conference Room"",""Oak West Conference Room"",""Sequoia Room"",""Stanford Barber"",""Stanford Credit Union"",""Stanford Events"",""Student Services Center"",""Student Union"",""Tresidder Express Convenience Store"",""Tresidder Union Square"",""Wells Fargo""}","{""lat"": 37.42417186, ""lon"": -122.17094947}","{""""}","","","459 Lagunita Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1653,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-070a","Munger, Building 1","{02-070a,""Hewlett Packard Reading Room"",""Munger Graduate Residence - Building 1"",""Munger, Building 1""}","{""lat"": 37.42329851, ""lon"": -122.16564181}","{""""}","","","566 Arguello Way",94305,CA,Stanford,"{""""}","{""""}",US,,
1675,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-565",Magnetic Resonance Systems Rsch Lab,"{02-565,""Magnetic Resonance Systems Rsch Lab"",Mrsrl}","{""lat"": 37.42542425, ""lon"": -122.17163733}","{""""}","","","427 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1676,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-570t",Gas Cylinder Storage,"{02-570t,""Cylind Sto"",""Gas Cylinder Storage""}","{""lat"": 37.42564646, ""lon"": -122.17169858}","{""""}","","","421 Santa Teresa Street",94305,CA,Stanford,"{""""}",{02-570},US,,
1657,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"554-salvatierra-walk",The Market At Munger,"{""554 Salvatierra Walk"",""Conference Front Desk At Munger Graduate Residence"",""Housing Front Desk At Munger Graduate Residence"",""Jacobson-Sorensen Hall"",""Mark Taper"",""Munger Auxiliary Services"",""Munger - Jacobson-Sorensen Hall"",""Munger Graduate Residence"",""Munger Graduate Residences"",""Munger, Jacobson-Sorensen Hall"",""S Mark Taper Foundation Conference Center"",""S. Mark Taper Foundation Conference Center"",""The Market At Munger"",""The Market At Munger, Jacobson-Sorensen Hall""}","{""lat"": 37.42287736, ""lon"": -122.16780091}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1680,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-600",Asian American Activities Center,"{02-600,""Asian American Activities Center"",""Native American Cultural Center""}","{""lat"": 37.42477991, ""lon"": -122.16997579}","{""""}","","","524 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1681,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-610",Product Design Loft,"{02-610,""Product Design Loft"",""Product Realization Lab (Prl)""}","{""lat"": 37.42517065, ""lon"": -122.17129651}","{""""}","","","447 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1716,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-420",Sweet303,"{03-420,Sweet303,""Sweet Hall (Air)"",Sweet403}","{""lat"": 37.4251902, ""lon"": -122.16667487}","{""""}","","","590 Escondido Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1684,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-640",Energy Lab,"{02-640,""Energy Lab"",""Energy Lab Test Chamber""}","{""lat"": 37.42533255, ""lon"": -122.17163112}","{""""}","","","429 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1689,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-908",Drell,"{02-908,Drell,""Drell Residence""}","{""lat"": 37.42262639, ""lon"": -122.16822858}","{""""}","","","556 O'Connor Lane",94305,CA,Stanford,"{""""}","{""""}",US,,
1690,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-914",Delta Upsilon,"{02-914,""Delta Upsilon"",""Mars (553 Mayfield Avenue)"",""Mars Dining"",Mars}","{""lat"": 37.42269252, ""lon"": -122.16861857}","{""""}","","","553 Mayfield Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
1691,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-915",Bridge,"{02-915,Bridge,Rogers,""Rogers House"",""The Bridge""}","{""lat"": 37.4234372, ""lon"": -122.17188916}","{""""}","","","581 Capistrano Way",94305,CA,Stanford,"{""""}","{""""}",US,,
1692,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-916",Humanitiesannexmtgrm,"{02-916,Humanitiesannexmtgrm,""Mariposa House"",Mariposa,""Stanford Campus Residential Leaseholders""}","{""lat"": 37.42320269, ""lon"": -122.17181766}","{""""}","","","585 Capistrano Way",94305,CA,Stanford,"{""""}","{""""}",US,,
1674,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-560",Building 560,"{02-560,""Building 560"",""Center For Design Research"",""Design Rch"",""Word Graphics Printing""}","{""lat"": 37.42581476, ""lon"": -122.17173975}","{""""}","","","424 Panama Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1682,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-620",Fire House,"{02-620,""Fire House"",""Fire Truck House"",""Lgbt Community Resource Center"",""Old Firehouse""}","{""lat"": 37.42510378, ""lon"": -122.17166597}","{""""}","","","433 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1683,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-635",Communications & Public Affairs,"{02-635,""Communications & Public Affairs"",""News & Pubs"",""News & Publications"",""Press Telecom"",""Press Telecommunications Building""}","{""lat"": 37.42578007, ""lon"": -122.17227663}","{""""}","","","414 Panama Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1687,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-670",Housing Assignment Services,"{02-670,""Housing Assignment Services"",""Housing Assignments Office"",""Registrar Finance & Hr"",""Registrar Operations"",""Registrar'S Office"",""Vice Provost & Dor Operations"",""Vice Provost And Dean Of Research And Graduate Policy Operations""}","{""lat"": 37.42581714, ""lon"": -122.17253891}","{""""}","","","408 Panama Mall",94305,CA,Stanford,"{""""}","{""408 Panama""}",US,,
1678,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-590",El Centro Chicano,"{02-590,""Building 590"",""Building 590"",""El Centro Chicano"",""Markaz Resource Center - Rm 211"",Nitery}","{""lat"": 37.4253738, ""lon"": -122.16981115}","{""""}","","","514 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1685,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-660",Mechanical Engineering Research Lab,"{02-660,""High Performance Computing Center"",""Mech. Eng."",""Mechanical Engineering Research Lab"",MERL}","{""lat"": 37.42553202, ""lon"": -122.17210988}","{""""}","","","418 Panama Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1745,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"05-010e","Granada, Lagunita","{05-010e,Granada,""Lagunita, Granada""}","{""lat"": 37.42492089, ""lon"": -122.17730615}","{""""}","","","326 Santa Teresa Street, Granada",94305,CA,Stanford,"{""""}","{""""}",US,,
1686,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-655",Press Building,"{02-655,""News Service"",""Office Of Special Events"",""Press Building"",""Public Affairs Administration"",""University Communications""}","{""lat"": 37.42528824, ""lon"": -122.17249972}","{""""}","","","425 Santa Teresa Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1785,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,anderson,Sterling Quad,"{Anderson,""Sterling Quad""}","{""lat"": 37.42474135, ""lon"": -122.17941797}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1696,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-922",Sigma Chi,"{02-922,""Sigma Chi""}","{""lat"": 37.42284442, ""lon"": -122.1695806}","{""""}","","","550 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1697,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-925",Columbae Dining,"{02-925,""Columbae Dining"",Columbae}","{""lat"": 37.42308544, ""lon"": -122.16874888}","{""""}","","","549 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1698,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-926",Beta Th Pi,"{02-926,""Beta Th Pi"",""Sigma Nu"",""Sigma Nu (557 Mayfield Avenue)"",Stillman}","{""lat"": 37.42228743, ""lon"": -122.16838875}","{""""}","","","557 Mayfield Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
1704,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-055",Clock Bell Tower,"{03-055,""Clock Bell Tower"",Clock}","{""lat"": 37.42590271, ""lon"": -122.168847}","{""""}","","","501 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1706,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-050",Barnum Center For School And Community Partnerships,"{03-050,""Barnum Center For School And Community Partnerships"",""Barnum Center"",Barnum}","{""lat"": 37.42566583, ""lon"": -122.16876356}","{""""}","","","505 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1707,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-100",Herbert Hoover Museum Room,"{03-100,""Herbert Hoover Museum Room"",""Hoover Institution Library"",""Hoover Institution Lib & Archive"",""Hoover Tow"",""Hoover Tower"",""Jeremiah Milbank Room"",""Lou Henry Hoover Museum Room"",""Lou Henry"",""Nicolas De Basily Room""}","{""lat"": 37.4276126, ""lon"": -122.16696462}","{""""}","","","550 Serra Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1708,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-110",Annenberg Conference Room,"{03-110,""Annenberg Conference Room"",""Dr. J. Breckinridge Bayne Memorial Room"",""Dr. Dorothy L. Thompson Memorial Room"",""Eugene Hill-Smith, Jr. Memorial Room"",Lhh238,""Lou Henry Hoover Building"",""Susan L. Dyer Memorial Room"",""Todor And Andja Polich Room""}","{""lat"": 37.42768103, ""lon"": -122.16615319}","{""""}","","","580 Serra Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1710,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-130",Fairweather Courtyard,"{03-130,""Fairweather Courtyard"",""Hauck Auditorium"",""Hoover Conference Center"",""Hoover Institution Conference Center And Office Building"",""Tower, Hhmb, Lhh"",""Traitel Building""}","{""lat"": 37.427512, ""lon"": -122.167845}","{""""}","","","435 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1712,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-200",Cecil H. Green Library,"{03-200,""Cecil H. Green Library"",""Charles And Frances Field Room"",""Government Documents (Jonsson Library Of Government Documents)"",""Government Documents (Jonsson)"",""Green Library West"",""Ida M. Green Conference Room"",""Lane Reading Room"",""Special Collections & University Archives (Green)"",""Special Collections (Green Library - Bing Wing)"",""The Albert M. Bender Room"",""The Bing Wing Of The Cecil H. Green Library"",""The Barchas Room"",""The Jonsson Social Sciences Reading Room"",""The Lane Reading Room"",""The Timothy Hopkins Room"",""The Velma Denning Room"",""University Archives""}","{""lat"": 37.42690686, ""lon"": -122.16759602}","{""""}","","","459 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1713,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-220t",Bob Jackson Conference Room,"{03-220t,""Bob Jackson Conference Room"",Bob,""Galvez Modular"",""Galvez Mod""}","{""lat"": 37.42590994, ""lon"": -122.16639421}","{""""}","","","482 Galvez Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1714,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-225",Kiosk,"{03-225,Kiosk,""Moon Beans Cafe"",""Sul Coffee Kiosk"",Sulair}","{""lat"": 37.42620763, ""lon"": -122.16695375}","{""""}","","","571 Escondido Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1699,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,haas-cps,Haas Center For Public Service,"{""Haas Center For Pub Svc"",""Haas Center For Public Service"",""Haas Center Operations"",""Haas Cps""}","{""lat"": 37.42250274, ""lon"": -122.16743905}","{""""}","","","562 Salvatierra Walk",94305,CA,Stanford,"{""""}","{""""}",US,,
1705,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-001",Thomas Welton Stanford Art Gallery,"{03-001,Ag3,Ag4,""Art Gallery"",Artgallery,""Thomas Welton Stanford Art Gallery"",""Thomas Welton""}","{""lat"": 37.42801265, ""lon"": -122.16768911}","{""""}","","","419 Lasuen Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1700,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-940",Libby Ziff Center For Jewish Life,"{02-940,""565 Mayfld"",""565 Mayfield"",""Dunn Bacon"",""Libby Ziff Center For Jewish Life""}","{""lat"": 37.42190764, ""lon"": -122.16824878}","{""""}","","","565 Mayfield Avenue",94305,CA,Stanford,"{""""}","{""""}",US,,
2266,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"14-600",Price Hall,"{14-600,""Price Hall""}","{""lat"": 37.42954486, ""lon"": -122.18282502}","{""""}","","","179 Searsville Road",94305,CA,Stanford,"{""""}","{""""}",US,,
2090,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-213",Rains 213,"{10-213,""Rains 213"",""Rains, Building 213""}","{""lat"": 37.42061203, ""lon"": -122.15824111}","{""""}","","","213 Pine Hill Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
2091,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"10-214",Rains 214,"{10-214,""Rains 214"",""Rains, Building 214""}","{""lat"": 37.42097744, ""lon"": -122.15794709}","{""""}","","","214 Pine Hill Courts",94305,CA,Stanford,"{""""}","{""""}",US,,
1720,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-055",Allen Building Annex,"{04-055,""Allen Building Annex"",""Allen Building"",Allenannex,""Center For Integrated Systems"",Cisx,""Paul G. Allen Center For Integrated Systems"",""Paul G. Allen Center For Integrated Systems Annex"",""Stanford Nanofabrication Facility"",""Stnfrd Nanofab Facility (Snf)""}","{""lat"": 37.42992052, ""lon"": -122.1749002}","{""""}","","","330 Serra Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1888,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"07-973t",Modular H,"{07-973t,""Modular H""}","{""lat"": 37.43266623, ""lon"": -122.17899315}","{""""}","","","1215 Welch Road - Modular H",94305,CA,Stanford,"{""""}","{""""}",US,,
1906,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"08-200",Burnham Pavilion,"{08-200,""Burnham Pavilion"",""Burnham Pv"",Burnhampavilion,""Old Pavilion""}","{""lat"": 37.42846093, ""lon"": -122.16431576}","{""""}","","","615 Serra Street",94305,CA,Stanford,"{""""}","{""""}",US,,
1954,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,stadium-elevator,Stadium Elevator,"{Elevator,""Stadium Elevator"",Stadium}","{""lat"": 37.43371559, ""lon"": -122.16194489}","{""""}","","","",94305,CA,Stanford,"{""""}","{""""}",US,,
1873,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"07-340",Clark Center,"{07-340,""Administrative Operations"",""Applied Physics"",""Bio-X Program"",""Biodesign Program"",""Chemical Eng Operations"",""Chemical Engineering Operations"",""Chemical Engineering"",""Civil Eng Operations"",""Civil Eng"",""Civil Engineering"",""Clark Center"",""Civil Engineering Operations"",""Clark Cntr"",""Electrical Eng Operations"",""Electrical Engineering Operations"",""Electrical Engineering"",""Nexus (Clark Ctr Cafe)"",""Sni Operations"",""Som/Mdrp/Biodesign Program""}","{""lat"": 37.43134094, ""lon"": -122.17436685}","{""""}","","","318 Campus Drive",94305,CA,Stanford,"{""""}","{""""}",US,,
1701,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"02-930",Attneave House,"{02-930,""Clayman Inst For Gender Resrch"",""Clayman Institute"",""Institute For Research On Women And Gender"",""Clayman Institute For Gender Research"",""Serra House"",""Serra Hs"",""Attneave House""}","{""lat"": 37.42295157, ""lon"": -122.17180783}","{""""}","","","589 Capistrano Way",94305,CA,Stanford,"{""""}","{""""}",US,,
1709,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-120",Herbert Hoover Memorial Building,"{03-120,""Dewitt And Lila Acheson Wallace Room"",""Frank O. Prior Room"",""Glenn Campbell And Rita Ricardo-Campbell Room"",""Herbert Hoover Memorial Building"",""Herbert Hoover Memorial Building"",Hhmb,""Hoover Bdg"",""Hoover Institution Archives"",""Hoover Library/Archives"",""John A. Mccarthy Memorial Room"",""John Stauffer Memorial Auditorium"",""Memorial Auditorium"",""Peter And Kirsten Bedford Room"",""Stauffer Auditorium""}","{""lat"": 37.42733228, ""lon"": -122.1662832}","{""""}","","","434 Galvez Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1711,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"03-210",Green Library - East Wing,"{03-210,""Coupa Cafe @Green Library"",""David Rumsey Map Center"",""Green - E"",""Green Library (Humanities And Social Sciences)"",""Green Library - East Wing"",""Media Microtext Center"",""The Raubitschek Room""}","{""lat"": 37.42664044, ""lon"": -122.16680791}","{""""}","","","557 Escondido Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1717,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-030",David Packard Electrical Engineering Building,"{04-030,""Bytes Cafe"",""David Packard Electrical Engineering Building"",Ee101,""Elec. Eng."",""Packard Electrical Engineering"",Packard101,""Vaden Operations"",""Vptl Operations""}","{""lat"": 37.42924401, ""lon"": -122.17383732}","{""""}","","","350 Serra Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1718,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-040",Spilker Engineering And Applied Sciences,"{04-040,Agilent,""Ginzton Laboratory Operations"",""Ginzton Operations"",""James And Anna Marie Spilker Engineering And Applied Sciences Building"",""Nano Cntr"",""Nanoscale Science And Engineering"",""Shriram 052"",""Snsf Operations"",""Spilker 145"",""Spilker 143"",""Spilker Engineering & Applied Sci."",""Spilker Engineering And Applied Sciences"",""The Center For Nanoscale Science And Engineering""}","{""lat"": 37.42879024, ""lon"": -122.1740029}","{""""}","","","348 Via Pueblo Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1719,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-050",Paul Allen Center For Integrated Systems,"{04-050,""Paul Allen Center For Integrated Systems"",""Allen Building""}","{""lat"": 37.42953536, ""lon"": -122.1748466}","{""""}","","","420 Via Palou Mall",94305,CA,Stanford,"{""""}","{""""}",US,,
1721,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-060",Shriram Center,"{04-060,Bio/Chem,""Chem-H Macro Molecules Core"",""Materials Sci Operations"",""Materials Science Operations"",""Shriram Center For Bioengineering & Chemical Engineering"",""Shriram Center For Bioengineering And Chemical Engineering"",""Shriram Center"",Shriram104}","{""lat"": 37.42898614, ""lon"": -122.17517785}","{""""}","","","443 Via Ortega",94305,CA,Stanford,"{""""}","{""""}",US,,
1725,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"04-460",Earth System Science,"{04-460,""Earth System Science"",""Energy Resources Engineering"",Energy,""Geological And Environmental Sciences"",""Geological Sciences"",""Green Earth Sciences"",""Petroleum Engineering""}","{""lat"": 37.42673375, ""lon"": -122.17399972}","{""""}","","","367 Panama Mall",94305,CA,Stanford,"{""""}","{Gesb124,Gesb104,Gesb131,Gesb134,Gesb142,Gesb150,Gesb154,Gesb222,Gesb367,""Green 067"",""Green 132"",""Green 363"",""Green 361"",""Green 365""}",US,,
2207,2022-11-13 21:46:34.220 -0800,"755fef54-e911-4c44-bfa4-4580721203a5",1,"12-505",Site 505,"{12-505,""Site 505""}","{""lat"": 37.40248844, ""lon"": -122.16838908}","{""""}","","","600 Reservoir Road",94305,CA,Stanford,"{""""}","{""""}",US,,
