id,created_at,created_by,last_updated_at,last_updated_by,campus,slug,name,aka,geoloc,type,image_url,description,address,postal_code,state,city,departments,rooms,country
1615,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-001,building 1 - main quad,"{""01-001"",""building 1 - main quad"",""building 1""}","{""lat"":37.42780204,""lon"":-122.1696657}",,,,"450 serra mall, building 1",94305,CA,Stanford,,,US
1616,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-020,building 20 - main quad,"{""01-020"",""building 20 - main quad"",""building 20, main quad"",""building 20"",""human biology""}","{""lat"":37.42746758,""lon"":-122.16907304}",,,,"450 serra mall, building 20",94305,CA,Stanford,,"{""20-21b"",""20-21c"",""20-21g"",""20-22c"",""20-22p"",""20-22k""}",US
1617,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-030,building 30,"{""01-030"",""building 30"",""building 30"",""building 30"",""building 30, main quad"",""lang. cnt."",""language center"",""language center operations"",""spanish"",""stanford language center""}","{""lat"":37.42701665,""lon"":-122.16922417}",,,,"450 serra mall, building 30",94305,CA,Stanford,,"{""30-101"",""30-102""}",US
1618,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-010,building 10,"{""01-010"",""building 10"",""building 10"",""building 10, main quad""}","{""lat"":37.4277109,""lon"":-122.16923544}",,,,"450 serra mall, building 10",94305,CA,Stanford,,,US
1619,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,general,page mall,"{""general"",""page mall""}","{""lat"":37.41548043,""lon"":-122.15002221}",,,,,94305,CA,Stanford,,,US
1620,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-040,building 40,"{""01-040"",""building 40"",""building 40"",""building 40 - main quad"",""building 40"",""building 40, main quad""}","{""lat"":37.42687504,""lon"":-122.16951609}",,,,"450 serra mall, building 40",94305,CA,Stanford,,"{""40-41e"",""40-41f"",""40-42a"",""40-41j"",""40-42e"",""40-42g""}",US
1621,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-050,50-51p,"{""01-050"",""50-51p"",""50-51b"",""50-52e"",""50-52h"",""50-52t"",""building 50"",""building 50"",""building 50 - main quad"",""building 50"",""building 50, main quad""}","{""lat"":37.42696071,""lon"":-122.16991448}",,,,"450 serra mall, building 50",94305,CA,Stanford,,,US
1622,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-060,60-107,"{""01-060"",""60-107"",""60-108"",""60-61a"",""60-109"",""60-61f"",""60-61g"",""60-61h"",""60-62a"",""60-62c"",""60-62j"",""60-62l"",""60-62m"",""60-62n"",""60-62p"",""building 60"",""building 60"",""building 60"",""building 60 - main quad""}","{""lat"":37.42715836,""lon"":-122.17085141}",,,,"450 serra mall, building 60",94305,CA,Stanford,,,US
1623,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-070,70-72a1,"{""01-070"",""70-72a1"",""building 70"",""building 70"",""buddhist studies"",""building 70"",""building 70, main quad"",""ho center for buddhist studies"",""humanities - religious studies"",""religion"",""religious studies""}","{""lat"":37.42724339,""lon"":-122.17124819}",,,,"450 serra mall, building 70",94305,CA,Stanford,,,US
1624,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-080,80-113,"{""01-080"",""80-113"",""80-204"",""80-203"",""80-115"",""80-205"",""building 80"",""building 80"",""building 80 - main quad"",""building 80"",""building 80, main quad"",""hum.bio.""}","{""lat"":37.42748441,""lon"":-122.17141463}",,,,"450 serra mall, building 80",94305,CA,Stanford,,,US
1625,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-090,90-92q,"{""01-090"",""90-92q"",""90-91b"",""building 90"",""building 90"",""building 090, main quad"",""building 90"",""philosophy library (tanner)""}","{""lat"":37.42793484,""lon"":-122.1712637}",,,,"450 serra mall, building 90",94305,CA,Stanford,,,US
1626,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-100,building 100,"{""01-100"",""building 100"",""building 100 - main quad"",""building 100, main quad"",""building 100"",""linguis"",""philosophy""}","{""lat"":37.42808165,""lon"":-122.17096679}",,,,"450 serra mall, building 100",94305,CA,Stanford,,"{""100-101k"",""100-102k""}",US
1628,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-120,"building 120, main quad","{""01-120"",""building 120, main quad"",""mcclatchy hall"",""mendenhall b"",""mendenhall library"",""sociology"",""urban studies""}","{""lat"":37.42831533,""lon"":-122.16949722}",,,,"450 serra mall, building 120",94305,CA,Stanford,,"{""120-101"",""120-215"",""120-314"",""120-410"",""120-414"",""120-450"",""120-59"",""120-s40"",""120-s60"",""120-s64""}",US
1629,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-160,"building 160, main quad","{""01-160"",""building 160, main quad"",""legal services"",""learning lab"",""olives @ building 160"",""olives@building 160"",""olives @building 160"",""scil"",""wallenberg hall"",""wallenberg theater"",""wallenberg""}","{""lat"":37.42826985,""lon"":-122.16901666}",,,,"450 serra mall, building 160",94305,CA,Stanford,,"{""160-120"",""160-123"",""160-124"",""160-125"",""160-127"",""160-314"",""160-315"",""160-317"",""160-318"",""160-321"",""160-319"",""160-323"",""160-322"",""160-325"",""160-326"",""160-328"",""160-329"",""160-330"",""160-331"",""160-b36"",""160-b35"",""160-332"",""160-b37"",""160-b38"",""160-b39"",""160-b40""}",US
1630,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-170,building 170 - main quad,"{""01-170"",""building 170 - main quad"",""fac dev and diversity office"",""faculty affairs"",""faculty development and diversity"",""faculty development"",""government & community relations"",""government and community relations"",""office of the general counsel"",""university budget office""}","{""lat"":37.42806141,""lon"":-122.16908586}",,,,"450 serra mall, building 170",94305,CA,Stanford,,,US
1631,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-200,"building 200, main quad","{""01-200"",""building 200, main quad"",""david potter reading room"",""history and philosophy of science"",""history philosophy of science"",""john d. wirth reading room"",""lane hall"",""lane history corner"",""science, technology & society"",""science, technology and society"",""science, technology, & society""}","{""lat"":37.42807156,""lon"":-122.16855824}",,,,"450 serra mall, building 200",94305,CA,Stanford,,"{""200-013"",""200-002"",""200-015"",""200-030"",""200-032"",""200-105"",""200-034"",""200-107"",""200-124"",""200-201"",""200-203"",""200-202"",""200-217"",""200-205"",""200-219"",""200-230"",""200-302"",""200-303"",""200-305"",""200-246"",""200-307""}",US
1632,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-240,building 240 - main quad,"{""01-240"",""building 240 - main quad"",""div lit cultures and languages"",""dlcl operations""}","{""lat"":37.42739711,""lon"":-122.16874137}",,,,"450 serra mall, building 240",94305,CA,Stanford,,"{""240-101"",""240-108"",""240-110"",""240-202"",""240-201""}",US
1633,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-250,building 250,"{""01-250"",""building 250"",""building 250 - main quad"",""building 250, main quad"",""hume center for writing and speaking""}","{""lat"":37.42694623,""lon"":-122.16889253}",,,,"450 serra mall, building 250",94305,CA,Stanford,,"{""250-101"",""250-102"",""250-105"",""250-106"",""250-109"",""250-108"",""250-110"",""250-201"",""250-202"",""250-203"",""250-204"",""250-205"",""250-208"",""250-212"",""250-206"",""250-211"",""250-213"",""250-215"",""250-214""}",US
1634,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-260,"building 260, main quad","{""01-260"",""building 260, main quad"",""comparative literature"",""elena baran baskin lecture hall"",""french & italian"",""german studies"",""iberian and latin american cultures"",""language corner"",""medieval studies"",""pigott hall (language corner)"",""pigott hall""}","{""lat"":37.42635992,""lon"":-122.16914738}",,,,"450 serra mall, building 260",94305,CA,Stanford,,"{""260-001"",""260-002"",""260-003"",""260-004"",""260-007"",""260-008"",""260-012"",""260-011"",""260-102"",""260-113"",""260-116"",""260-216"",""260-237"",""260-241"",""260-242"",""260-251"",""260-252"",""260-244"",""260-301"",""260-311"",""260-311a""}",US
1636,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-310,building 310,"{""01-310"",""building 310"",""building 310, main quad"",""building 310 - main quad"",""vp graduate education ops""}","{""lat"":37.42673194,""lon"":-122.17141739}",,,,"450 serra mall, building 310",94305,CA,Stanford,,,US
1637,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-320,braun corner (geology corner),"{""01-320"",""braun corner (geology corner)"",""building 320, main quad"",""dean and dorthea mcgee lecture hall"",""geological & environmental sciences"",""geology corner"",""geology""}","{""lat"":37.42694141,""lon"":-122.17188691}",,,,"450 serra mall, building 320",94305,CA,Stanford,,"{""320-105"",""320-106"",""320-107"",""320-114"",""320-109"",""320-220"",""320-221"",""320-227"",""320-241""}",US
1638,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-360,african and african american studies,"{""01-360"",""african and african american studies"",""american studies"",""asian american studies"",""athrop.sci"",""building 360 - main quad"",""building 360, main quad"",""ccsre"",""center for comparative study race ethnicity"",""chicano/a studies"",""comp studies race ethnicity"",""ctr for comparative studies in race and ethnicity"",""jewish studies"",""native american studies""}","{""lat"":37.4275543,""lon"":-122.17174044}",,,,"450 serra mall, building 360",94305,CA,Stanford,,"{""360-361a""}",US
1639,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-380,alfred p. sloan mathematics center,"{""01-380"",""alfred p. sloan mathematics center"",""building 380"",""sloan mathematics ctr (math corner)""}","{""lat"":37.42866351,""lon"":-122.17132774}",,,,"450 serra mall, building 380",94305,CA,Stanford,,"{""380-380b"",""380-380c"",""380-380d"",""380-380f"",""380-380w"",""380-380x"",""380-380y"",""380-381t"",""380-381u"",""380-382t"",""380-383n"",""380-383p"",""380-384h"",""380-384i"",""380-384o""}",US
1640,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-370,building 370 - main quad,"{""01-370"",""building 370 - main quad"",""building 370, main quad""}","{""lat"":37.42800421,""lon"":-122.17158967}",,,,"450 serra mall, building 370",94305,CA,Stanford,,"{""370-103"",""370-370""}",US
1641,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-420,building 420,"{""01-420"",""building 420"",""cni operations"",""heritage eats at stanford"",""jordan hall (psychology)"",""linguistics"",""psychology""}","{""lat"":37.4285954,""lon"":-122.17082454}",,,,"450 serra mall, building 420",94305,CA,Stanford,,"{""420-040"",""420-041"",""420-050"",""420-100"",""420-147"",""420-202"",""420-245"",""420-358"",""420-286"",""420-371"",""420-417"",""420-386""}",US
1649,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-020,barbara sundlof tingey media lab,"{""02-020"",""barbara sundlof tingey media lab"",""center for educational rsch (ceras)"",""ceras 101"",""ceras 130"",""ceras 204"",""ceras 304"",""ceras"",""ceras101 the learning hall"",""ceras108 big tree computing center"",""ceras123"",""ceras204"",""ceras218"",""ceras308"",""ceras300"",""ceras302"",""ceras435"",""ceras513"",""ceras527"",""ceras512""}","{""lat"":37.42463422,""lon"":-122.16695678}",,,,520 galvez mall,94305,CA,Stanford,,,US
1650,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-010,stanford bookstore cafe,"{""02-010"",""stanford bookstore cafe"",""stanford university bookstore""}","{""lat"":37.42481691,""lon"":-122.1686857}",,,,519 lasuen mall,94305,CA,Stanford,,,US
1647,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-001,post office,"{""02-001"",""post office""}","{""lat"":37.42430385,""lon"":-122.16890248}",,,,531 lasuen mall,94305,CA,Stanford,,,US
1645,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-550,,"{""01-550""}","{""lat"":37.4277963555,""lon"":-122.169382862}",,,,"450 serra mall, building 550",94305,CA,Stanford,,,US
1648,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-580,,"{""01-580""}","{""lat"":37.42700471,""lon"":-122.17105192}",,,,"450 serra mall, building 580",94305,CA,Stanford,,,US
1670,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-520,george havas engineering building,"{""02-520"",""building 520"",""george havas engineering building"",""mechanical engineering, tsg""}","{""lat"":37.42595536,""lon"":-122.17039}",,,,452 escondido mall,94305,CA,Stanford,,"{""520-520g""}",US
1644,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-560,geology rock storage,"{""01-560"",""geo. stor."",""geology rock storage""}","{""lat"":37.42701417,""lon"":-122.17165003}",,,,"450 serra mall, building 560",94305,CA,Stanford,,,US
1646,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-570,,"{""01-570""}","{""lat"":37.42666747,""lon"":-122.16958454}",,,,"450 serra mall, building 570",94305,CA,Stanford,,,US
1643,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,01-500,memorial church,"{""01-500"",""mem.chu"",""mem chu"",""memorial church"",""office for religious life"",""religious life""}","{""lat"":37.42687671,""lon"":-122.17046525}",,,,"450 serra mall, building 500",94305,CA,Stanford,,,US
1654,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-070b,munger graduate residence - building 2,"{""02-070b"",""munger graduate residence - building 2"",""munger, building 2""}","{""lat"":37.42291713,""lon"":-122.16633158}",,,,895 campus drive,94305,CA,Stanford,,,US
1655,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-070c,munger graduate residence - building 3,"{""02-070c"",""munger graduate residence - building 3"",""munger, building 3""}","{""lat"":37.42358488,""lon"":-122.16633853}",,,,610 bowdoin lane,94305,CA,Stanford,,,US
1656,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-070d,"munger, building 4","{""02-070d"",""munger, building 4"",""paul brest hall"",""rangoon ruby"",""russo cafe"",""russo"",""sravp office"",""stanford catering""}","{""lat"":37.42315372,""lon"":-122.16694845}",,,,munger graduate residence - building 4,94305,CA,Stanford,,"{""555 salvatierra walk"",""munger catering""}",US
1658,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-100,baker room,"{""02-100"",""baker room"",""humanities center"",""humanities"",""levinthal"",""levinthal hall"",""shc operations"",""stanford humanities center""}","{""lat"":37.42465403,""lon"":-122.17212968}",,,,424 santa teresa street,94305,CA,Stanford,,,US
1659,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,bcsc,black community center addition,"{""bcsc"",""black community center addition""}","{""lat"":37.42441642,""lon"":-122.17266089}",,,,,94305,CA,Stanford,,,US
1660,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-130,black performing arts,"{""02-130"",""black performing arts"",""harmony house"",""harmony"",""ida institute diversity arts""}","{""lat"":37.42429009,""lon"":-122.17305121}",,,,561 lomita drive,94305,CA,Stanford,,,US
1661,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-120,black cent,"{""02-120"",""black cent"",""black community services center""}","{""lat"":37.42457382,""lon"":-122.17266194}",,,,418 santa teresa street,94305,CA,Stanford,,,US
1662,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-140,help center,"{""02-140"",""help center"",""office of the ombuds"",""sexual harassment policy office"",""sexual harassment policy office (shpo)""}","{""lat"":37.42390892,""lon"":-122.17283829}",,,,419 lagunita drive,94305,CA,Stanford,,,US
1663,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-210,adolph baller room,"{""02-210"",""adolph baller room"",""archive of recorded sound"",""b102"",""b103"",""b105"",""b106"",""b111"",""b120"",""b121"",""b201"",""b202"",""b204"",""b203"",""b211"",""baldo chamber hall"",""braun music center"",""braun rehearsal hall"",""braun102"",""braun103"",""braun106"",""braun110"",""braun111"",""braun131"",""braun201"",""braun205"",""braun211"",""brh"",""campbell recital hall"",""music library"",""w. loran and mary crosten room""}","{""lat"":37.42374459,""lon"":-122.16943027}",,,,541 lasuen mall,94305,CA,Stanford,,,US
1665,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-500,archaeology center,"{""02-500"",""archaeology center"",""building 500"",""frederick emmons terman engineering laboratory"",""terman engineering center"",""terman lab"",""terman engineering laboratory""}","{""lat"":37.42591658,""lon"":-122.16969562}",,,,488 escondido mall,94305,CA,Stanford,,,US
1667,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-350,stanford faculty club,"{""02-350"",""stanford faculty club""}","{""lat"":37.42387609,""lon"":-122.17184239}",,,,439 lagunita drive,94305,CA,Stanford,,,US
1668,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-250,center for turbulence research,"{""02-250"",""center for turbulence research"",""inst for energy studies""}","{""lat"":37.42568222,""lon"":-122.16974969}",,,,481 panama mall,94305,CA,Stanford,,,US
1664,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-200,dinkelspiel auditorium,"{""02-200"",""crh"",""daud"",""dinkaud"",""dink aud"",""dinkel.aud"",""dinkg10"",""dinkelspiel auditorium"",""florence hellman dinkelspiel memorial auditorium"",""music building"",""music operations"",""pie""}","{""lat"":37.42406648,""lon"":-122.16987507}",,,,471 lagunita drive,94305,CA,Stanford,,,US
1666,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-300,tresidder union square,"{""02-300"",""bbq 101"",""campus bike shop"",""coho"",""dean of student operations"",""dean of students office"",""judicial affairs office"",""kikka sushi"",""kinkos/fedex"",""meeting services"",""oak east conference room"",""oak west conference room"",""sequoia room"",""stanford barber"",""stanford credit union"",""stanford events"",""student services center"",""student union"",""tresidder express convenience store"",""tresidder union square"",""wells fargo""}","{""lat"":37.42417186,""lon"":-122.17094947}",,,,459 lagunita drive,94305,CA,Stanford,,,US
1669,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-400,bechtel international center,"{""02-400"",""assembly room"",""bechtel int'l center"",""bechtel international center"",""i.ctr-assemblyrm""}","{""lat"":37.42320545,""lon"":-122.17242389}",,,,584 capistrano way,94305,CA,Stanford,,,US
1653,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-070a,"munger, building 1","{""02-070a"",""hewlett packard reading room"",""munger graduate residence - building 1"",""munger, building 1""}","{""lat"":37.42329851,""lon"":-122.16564181}",,,,566 arguello way,94305,CA,Stanford,,,US
1657,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,554-salvatierra-walk,the market at munger,"{""554 salvatierra walk"",""conference front desk at munger graduate residence"",""housing front desk at munger graduate residence"",""jacobson-sorensen hall"",""mark taper"",""munger auxiliary services"",""munger - jacobson-sorensen hall"",""munger graduate residence"",""munger graduate residences"",""munger, jacobson-sorensen hall"",""s mark taper foundation conference center"",""s. mark taper foundation conference center"",""the market at munger"",""the market at munger, jacobson-sorensen hall""}","{""lat"":37.42287736,""lon"":-122.16780091}",,,,,94305,CA,Stanford,,,US
1680,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-600,asian american activities center,"{""02-600"",""asian american activities center"",""native american cultural center""}","{""lat"":37.42477991,""lon"":-122.16997579}",,,,524 lasuen mall,94305,CA,Stanford,,,US
1681,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-610,product design loft,"{""02-610"",""product design loft"",""product realization lab (prl)""}","{""lat"":37.42517065,""lon"":-122.17129651}",,,,447 santa teresa street,94305,CA,Stanford,,,US
1684,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-640,energy lab,"{""02-640"",""energy lab"",""energy lab test chamber""}","{""lat"":37.42533255,""lon"":-122.17163112}",,,,429 santa teresa street,94305,CA,Stanford,,,US
1689,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-908,drell,"{""02-908"",""drell"",""drell residence""}","{""lat"":37.42262639,""lon"":-122.16822858}",,,,556 o'connor lane,94305,CA,Stanford,,,US
1690,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-914,delta upsilon,"{""02-914"",""delta upsilon"",""mars (553 mayfield avenue)"",""mars dining"",""mars""}","{""lat"":37.42269252,""lon"":-122.16861857}",,,,553 mayfield avenue,94305,CA,Stanford,,,US
1691,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-915,bridge,"{""02-915"",""bridge"",""rogers"",""rogers house"",""the bridge""}","{""lat"":37.4234372,""lon"":-122.17188916}",,,,581 capistrano way,94305,CA,Stanford,,,US
1692,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-916,humanitiesannexmtgrm,"{""02-916"",""humanitiesannexmtgrm"",""mariposa house"",""mariposa"",""stanford campus residential leaseholders""}","{""lat"":37.42320269,""lon"":-122.17181766}",,,,585 capistrano way,94305,CA,Stanford,,,US
1693,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-917,owen house,"{""02-917"",""owen house""}","{""lat"":37.42282237,""lon"":-122.16837111}",,,,552 o'connor lane,94305,CA,Stanford,,,US
1694,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-921,storey dining,"{""02-921"",""storey dining"",""storey""}","{""lat"":37.42324111,""lon"":-122.16973913}",,,,544 lasuen mall,94305,CA,Stanford,,,US
1674,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-560,building 560,"{""02-560"",""building 560"",""center for design research"",""design rch"",""word graphics printing""}","{""lat"":37.42581476,""lon"":-122.17173975}",,,,424 panama mall,94305,CA,Stanford,,,US
1677,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-580,the axe & palm,"{""02-580"",""associated students of stanford university"",""axe & palm"",""center for inter-religious community, learning and experiences (circle)"",""dean of student life"",""student activities and leadership"",""the axe & palm"",""the axe and palm"",""the axe and the palm"",""TAP""}","{""lat"":37.42520278,""lon"":-122.17049992}",,,,520 lasuen mall,94305,CA,Stanford,,,US
1679,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-595,lorry lokey stanford daily building,"{""02-595"",""daily"",""lorry lokey stanford daily building"",""stanford daily""}","{""lat"":37.42559185,""lon"":-122.17066337}",,,,456 panama mall,94305,CA,Stanford,,,US
1678,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-590,building 590,"{""02-590"",""building 590"",""building 590"",""el centro chicano"",""markaz resource center - rm 211"",""nitery""}","{""lat"":37.4253738,""lon"":-122.16981115}",,,,514 lasuen mall,94305,CA,Stanford,,,US
1682,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-620,fire house,"{""02-620"",""fire house"",""fire truck house"",""lgbt community resource center"",""old firehouse""}","{""lat"":37.42510378,""lon"":-122.17166597}",,,,433 santa teresa street,94305,CA,Stanford,,,US
1685,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-660,high performance computing center,"{""02-660"",""high performance computing center"",""mech. eng."",""mechanical engineering research lab""}","{""lat"":37.42553202,""lon"":-122.17210988}",,,,418 panama mall,94305,CA,Stanford,,,US
1683,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-635,communications & public affairs,"{""02-635"",""communications & public affairs"",""news & pubs"",""news & publications"",""press telecom"",""press telecommunications building""}","{""lat"":37.42578007,""lon"":-122.17227663}",,,,414 panama mall,94305,CA,Stanford,,,US
1687,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-670,housing assignment services,"{""02-670"",""housing assignment services"",""housing assignments office"",""registrar finance & hr"",""registrar operations"",""registrar's office"",""vice provost & dor operations"",""vice provost and dean of research and graduate policy operations""}","{""lat"":37.42581714,""lon"":-122.17253891}",,,,408 panama mall,94305,CA,Stanford,,"{""408 panama""}",US
1686,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-655,news service,"{""02-655"",""news service"",""office of special events"",""press building"",""press building"",""public affairs administration"",""university communications""}","{""lat"":37.42528824,""lon"":-122.17249972}",,,,425 santa teresa street,94305,CA,Stanford,,,US
1688,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-900t,gasdynamic,"{""02-900t"",""gasdynamic"",""gasdynamics laboratory storage""}","{""lat"":37.42555458,""lon"":-122.17170005}",,,,423 santa teresa street,94305,CA,Stanford,,,US
1673,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-550,d.school,"{""02-550"",""building 550"",""d.school"",""hasso plattner institute of design (d.school)"",""mechanical engineering design group"",""peterson laboratory"",""peterson"",""thomas f. peterson engineering laboratory""}","{""lat"":37.42630025,""lon"":-122.17187851}",,,,416 escondido mall,94305,CA,Stanford,,"{""550-200"",""550-230"",""550-260"",""gcep conference room""}",US
1675,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-565,magnetic resonance systems rsch lab,"{""02-565"",""magnetic resonance systems rsch lab"",""mrsrl""}","{""lat"":37.42542425,""lon"":-122.17163733}",,,,427 santa teresa street,94305,CA,Stanford,,,US
1676,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-570t,gas cylinder storage,"{""02-570t"",""cylind sto"",""gas cylinder storage""}","{""lat"":37.42564646,""lon"":-122.17169858}",,,,421 santa teresa street,94305,CA,Stanford,,"{""02-570""}",US
1696,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-922,sigma chi,"{""02-922"",""sigma chi""}","{""lat"":37.42284442,""lon"":-122.1695806}",,,,550 lasuen mall,94305,CA,Stanford,,,US
1697,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-925,columbae dining,"{""02-925"",""columbae dining"",""columbae""}","{""lat"":37.42308544,""lon"":-122.16874888}",,,,549 lasuen mall,94305,CA,Stanford,,,US
1698,2022-11-14 05:46:34.220898+00,755fef54-e911-4c44-bfa4-4580721203a5,,,1,02-926,beta th pi,"{""02-926"",""beta th pi"",""sigma nu"",""sigma nu (557 mayfield avenue)"",""stillman""}","{""lat"":37.42228743,""lon"":-122.16838875}",,,,557 mayfield avenue,94305,CA,Stanford,,,US
